t,x,y,z,ex,ey,ez,eox,eoy,eoz,force_on,wall_contact,tau1,tau2,tau3,tau4,tau5,tau6,tau7
2.1399999999998753,0.5536465204247348,0.0001009850458237772,0.6264866774505914,-0.0008529576070004374,0.0001009850458237772,0.001984247963002006,-0.00039694050363459326,0.06956404011487892,0.0003491783160728769,0.0,0.0,-0.01725096507301056,-25.640624077310406,0.00876108768952637,18.28958939992977,0.7456743077087584,1.772387936537136,-0.00433955977324524
2.1409999999998752,0.5536394560750062,0.00010069538058843862,0.6264774000027136,-0.0008600219567290734,0.00010069538058843862,0.001974970515124186,-0.0003970183376829207,0.06942403889443728,0.0003485294055637282,0.0,0.0,-0.01718348597107995,-25.63866975905612,0.008740382055042985,18.29025076982713,0.745659188277673,1.7719902322513987,-0.004332674363942782
2.141999999999875,0.5536324755925898,0.00010040582056422987,0.6264681796854104,-0.0008670024391455033,0.00010040582056422987,0.00196575019782097,-0.00039709233975749404,0.06928428871107674,0.0003478813368681261,0.0,0.0,-0.017116143885806196,-25.636732949024506,0.008719979185165625,18.29090961974399,0.7456440869996396,1.7715937968312325,-0.0043258073591746805
2.142999999999875,0.5536255786755552,0.00010011637067429055,0.626459016161933,-0.0008738993561800967,0.00010011637067429055,0.001956586674343619,-0.0003971625273857627,0.06914478952107775,0.00034723410920459077,0.0,0.0,-0.01704893835356536,-25.634813591761237,0.008699878016747827,18.2915659752385,0.7456290047001103,1.7711986279077307,-0.004318958711467456
2.143999999999875,0.5536187650214888,9.982703576658954e-05,0.6264499090967923,-0.0008807130102465033,9.982703576658954e-05,0.00194747960920294,-0.0003972289181106147,0.06900554127795408,0.0003465877217966812,0.0,0.0,-0.016981868911978844,-25.632911631438827,0.008680077485746188,18.292219861567165,0.7456139421928161,1.7708047230946309,-0.004312128372259203
2.144999999999875,0.5536120343275034,9.953782061480429e-05,0.6264408581557652,-0.0008874437042318828,9.953782061480429e-05,0.00193842866817584,-0.00039729152948910705,0.06886654393246262,0.00034594217387399535,0.0,0.0,-0.016914935100031843,-25.63102701186089,0.008660576527046812,18.292871303686315,0.7455989002798266,1.7704120799884426,-0.004305316291909515
2.1459999999998747,0.5536053862902431,9.924872991953245e-05,0.6264318630059,-0.0008940917414921312,9.924872991953245e-05,0.0019294335183106526,-0.00039735037909176594,0.06872779743261945,0.00034529746466828236,0.0,0.0,-0.0168481364581918,-25.629159676466358,0.008641374074449155,18.293520326253965,0.7455838797515917,1.7700206961690246,-0.0042985224197888885
2.1469999999998746,0.5535988206058937,9.895976830871152e-05,0.6264229233155243,-0.0009006574258415556,9.895976830871152e-05,0.0019204938279349104,-0.0003974054845008387,0.06858930172371235,0.0003446535934163308,0.0,0.0,-0.016781472528478975,-25.6273095683336,0.008622469060559947,18.29416695363115,0.745568881387017,1.7696305691997332,-0.004291746704238076
2.1479999999998745,0.553592336970189,9.867094033874042e-05,0.62641403875425,-0.0009071410615463238,9.867094033874042e-05,0.0019116092666605633,-0.0003974568633079487,0.0684510567483115,0.00034401055935996797,0.0,0.0,-0.016714942854634186,-25.62547663018467,0.00860386041673113,18.2948112098837,0.745553905953477,1.769241696627748,-0.004284989092585472
2.1489999999998743,0.5535859350784196,9.838225049500117e-05,0.6264052089929798,-0.0009135429533156936,9.838225049500117e-05,0.0019027795053904173,-0.0003975045331149009,0.0683130624462849,0.0003433683617433939,0.0,0.0,-0.01664854698209904,-25.623660804389555,0.00858554707305111,18.295453118783822,0.7455389542069373,1.768854075984409,-0.004278249531217366
2.1499999999998742,0.5535796146254408,9.809370319276968e-05,0.6263964337039136,-0.0009198634062944633,9.809370319276968e-05,0.001894004216324241,-0.0003975485115319498,0.06817531875480888,0.00034272699981895854,0.0,0.0,-0.016582284458247644,-25.621862032970185,0.008567527958190279,18.296092703811563,0.7455240268919862,1.768467704785463,-0.004271527965479674
2.150999999999874,0.5535733753056781,9.780530277812277e-05,0.6263877125605526,-0.0009261027260571986,9.780530277812277e-05,0.0018852830729632064,-0.0003975888161762147,0.06803782560838434,0.0003420864728396069,0.0,0.0,-0.016516154832357355,-25.62008025760472,0.008549801999414894,18.296729988156795,0.7455091247418894,1.7680825805315594,-0.004264824339840207
2.151999999999874,0.5535672168131379,9.751705352874517e-05,0.6263790452377058,-0.0009322612185973522,9.751705352874517e-05,0.0018766157501164393,-0.00039762546467094064,0.06790058293884733,0.0003414467800648782,0.0,0.0,-0.016450157655817182,-25.618315419631873,0.008532368122444494,18.29736499472062,0.7454942484786545,1.7676987007083342,-0.004258138597794184
2.152999999999874,0.5535611388414143,9.722895965431544e-05,0.6263704314114957,-0.0009383391903209359,9.722895965431544e-05,0.0018680019239063483,-0.00039765847464438793,0.06776359067538282,0.0003408079207573511,0.0,0.0,-0.016384292482064487,-25.616567460054945,0.008515225251541962,18.297997746117073,0.7454793988131156,1.7673160627868263,-0.004251470681942129
2.153999999999874,0.5535551410836957,9.694102529783625e-05,0.6263618707593633,-0.0009443369480395258,9.694102529783625e-05,0.001859441271773954,-0.00039768786372791073,0.06762684874453743,0.00034016989418686396,0.0,0.0,-0.016318558866871863,-25.614836319545834,0.008498372309243198,18.29862826467469,0.7454645764449456,1.7669346642237431,-0.00424482053392518
2.1549999999998737,0.5535492232327759,9.665325453626896e-05,0.626353362960073,-0.0009502547989593824,9.665325453626896e-05,0.0018509334724836624,-0.00039771364955589513,0.06749035707023271,0.0003395326996251841,0.0,0.0,-0.016252956368293787,-25.613121938449737,0.008481808216452665,18.299256572438352,0.745449782062754,1.7665545024616927,-0.004238188094551557
2.1559999999998736,0.5535433849810569,9.636565138115876e-05,0.6263449076937171,-0.0009560930506783416,9.636565138115876e-05,0.0018424782061277067,-0.0003977358497665518,0.06735411557377849,0.0003388963363495612,0.0,0.0,-0.016187484546791572,-25.611424256788784,0.008465531892330156,18.29988269117094,0.745435016344186,1.7661755749296835,-0.004231573303735084
2.1569999999998735,0.553537626020561,9.607821977934701e-05,0.6263365046417213,-0.000961852011174269,9.607821977934701e-05,0.00183407515413192,-0.0003977544819958722,0.06721812417388703,0.00033826080364361666,0.0,0.0,-0.016122142965312176,-25.609743214266526,0.008449542254277777,18.30050664235492,0.7454202799558929,1.7657978790432187,-0.004224976100498675
2.1579999999998734,0.553531946042937,9.57909636141993e-05,0.6263281534868493,-0.000967531988798287,9.57909636141993e-05,0.0018257239992599539,-0.00039776956388010626,0.06708238278668337,0.00033762610079389964,0.0,0.0,-0.0160569311894134,-25.608078750272057,0.008433838217805082,18.301128447194078,0.745405573553644,1.7654214122046301,-0.004218396423053836
2.1589999999998732,0.5535263447394676,9.55038867058007e-05,0.6263198539132069,-0.0009731332922676694,9.55038867058007e-05,0.0018174244256174976,-0.0003977811130550628,0.06694689132571947,0.0003369922270905538,0.0,0.0,-0.015991848787213346,-25.606430803884074,0.008418418696637637,18.30174812661523,0.7453908977824234,1.7650461718034145,-0.004211834208810611
2.159999999999873,0.5535208218010775,9.521699281212662e-05,0.6263116056062465,-0.0009786562306577373,9.521699281212662e-05,0.001809176118657163,-0.00039778914715343186,0.06681164970199063,0.00033635918183231504,0.0,0.0,-0.015926895329678614,-25.604799313875162,0.008403282602434326,18.302365701269974,0.7453762532764392,1.7646721552165194,-0.004205289394282104
2.160999999999873,0.5535153769183415,9.493028562967849e-05,0.6263034082527712,-0.0009841011133937538,9.493028562967849e-05,0.0018009787651818154,-0.0003977936838046533,0.06667665782394322,0.0003357269643196254,0.0,0.0,-0.0158620703905163,-25.603184218715946,0.008388428844946982,18.302981191536333,0.7453616406592121,1.764299359808572,-0.004198761915248078
2.161999999999873,0.5535100097814927,9.464376879431146e-05,0.62629526154094,-0.0009894682502425978,9.464376879431146e-05,0.0017928320533505682,-0.0003977947406335785,0.06654191559749013,0.0003350955738578543,0.0,0.0,-0.015797373546337767,-25.601585456579095,0.008373856331849875,18.303594617520343,0.7453470605436321,1.763927782932101,-0.004192251706702143
2.162999999999873,0.5535047200804284,9.435744588179412e-05,0.6262871651602684,-0.0009947579513068794,9.435744588179412e-05,0.0017847356726790053,-0.00039779233525980484,0.06640742292602757,0.0003344650097595188,0.0,0.0,-0.015732804376737172,-25.600002965343965,0.008359563968747761,18.304205999058336,0.7453325135320319,1.763557421928105,-0.004185758702818916
2.1639999999998727,0.5534995075047198,9.407132040857561e-05,0.6262791188016377,-0.0009999705270155035,9.407132040857561e-05,0.0017766893140482853,-0.0003977864852958309,0.0662731797104414,0.00033383527134017525,0.0,0.0,-0.015668362464273895,-25.59843668259979,0.008345550659171946,18.304815355717707,0.7453180002162402,1.7631882741259155,-0.004179282837057197
2.1649999999998726,0.5534943717436194,9.378539583298069e-05,0.6262711221572931,-0.0010051062881158979,9.378539583298069e-05,0.0017686926697036975,-0.0003977772083481254,0.06613918584912579,0.00033320635792097265,0.0,0.0,-0.01560404739470164,-25.596886545650985,0.008331815304388049,18.305422706799654,0.7453035211776614,1.762820336843796,-0.004172824042122534
2.1659999999998725,0.5534893124860676,9.349967555536068e-05,0.6262631749208502,-0.001010165545667685,9.349967555536068e-05,0.0017607454332607686,-0.0003977645220132151,0.06600544123799369,0.00033257826882787607,0.0,0.0,-0.01553985875688788,-25.595352491520476,0.008318356803522825,18.306028071340336,0.7452890769873108,1.7624536073890855,-0.004166382249994601
2.1669999999998724,0.5534843294207016,9.321416291936723e-05,0.6262552767872978,-0.0010151486110336894,9.321416291936723e-05,0.001752847299708371,-0.00039774844387942666,0.0658719457704909,0.0003319510033923326,0.0,0.0,-0.015475796143010217,-25.5938344569541,0.008305174053360847,18.306631468112723,0.745274668205909,1.7620880830584629,-0.004159957391932793
2.1679999999998723,0.553479422235863,9.292886121194861e-05,0.6262474274530012,-0.0010200557958722767,9.292886121194861e-05,0.001744997965411832,-0.00039772899152469413,0.06573869933760948,0.0003313245609497158,0.0,0.0,-0.015411859148430945,-25.592332378424736,0.008292265948557745,18.30723291562841,0.7452602953839575,1.76172376113823,-0.004153549398521767
2.168999999999872,0.5534745906196052,9.264377366496636e-05,0.6262396266157053,-0.0010248874121300267,9.264377366496636e-05,0.0017371971281159304,-0.00039770618251519475,0.06560570182790015,0.0003306989408417703,0.0,0.0,-0.015348047372007602,-25.590846192136443,0.008279631381282604,18.307832432139325,0.7452459590617492,1.7613606389045902,-0.004147158199632546
2.169999999999872,0.5534698342597016,9.235890345522087e-05,0.6262318739745372,-0.0010296437720336282,9.235890345522087e-05,0.0017294444869477843,-0.000397680034406145,0.0654729531274859,0.00033007414241472197,0.0,0.0,-0.015284360415956828,-25.58937583402855,0.008267269241432557,18.30843003563953,0.7452316597695077,1.7609987136238647,-0.004140783724482206
2.170999999999872,0.5534651528436527,9.207425370569988e-05,0.6262241692300091,-0.0010343251880825521,9.207425370569988e-05,0.0017217397424197367,-0.00039765056473849337,0.06534045312007554,0.0003294501650182801,0.0,0.0,-0.015220797886016326,-25.5879212397798,0.008255178416476083,18.30902574386701,0.7452173980273765,1.760637982552836,-0.004134425901663222
2.171999999999872,0.5534605460586935,9.178982748586222e-05,0.6262165120840216,-0.0010389319730417235,9.178982748586222e-05,0.0017140825964322426,-0.0003976177910403021,0.06520820168697693,0.0003288270080117443,0.0,0.0,-0.015157359391531402,-25.586482344812314,0.008243357791409769,18.30961957430534,0.7452031743455473,1.7602784429389566,-0.00412808465903415
2.1729999999998717,0.5534560135918032,9.150562781262296e-05,0.6262089022398661,-0.0010434644399320847,9.150562781262296e-05,0.0017064727522767553,-0.0003975817308245049,0.06507619870710842,0.0003282046707547869,0.0,0.0,-0.015094044545382164,-25.585059084295846,0.008231806248829984,18.310211544185492,0.745188989224299,1.7599200920205242,-0.004121759923927846
2.1739999999998716,0.5534515551297107,9.122165765083192e-05,0.6262013394022264,-0.0010479229020246006,9.122165765083192e-05,0.001698909914637059,-0.0003975424015884376,0.06494444405701381,0.000327583152614339,0.0,0.0,-0.01503085296413255,-25.58365139315192,0.008220522668840264,18.310801670487688,0.7451748431540688,1.7595629270270763,-0.004115451623018488
2.1749999999998715,0.5534471703589027,9.093791991430421e-05,0.6261938232771819,-0.0010523076728325975,9.093791991430421e-05,0.001691393789592488,-0.000397499820813498,0.06481293761087774,0.0003269624529632568,0.0,0.0,-0.014967784268132027,-25.582259206057742,0.00820950592893814,18.3113899699432,0.7451607366155201,1.7592069451796362,-0.004109159682364358
2.1759999999998714,0.5534428589656336,9.065441746627191e-05,0.6261863535722096,-0.0010566190661016606,9.065441746627191e-05,0.0016839240846202586,-0.00039745400596275307,0.0646816792405322,0.0003263425711767684,0.0,0.0,-0.014904838081439007,-25.58088245745051,0.00819875490417448,18.311976459035957,0.7451466700795927,1.7588521436907467,-0.004102884027496456
2.1769999999998713,0.5534386206359291,9.037115312016968e-05,0.6261789299961866,-0.0010608573958061918,9.037115312016968e-05,0.001676500508597245,-0.000397404974482362,0.06455066881547696,0.0003257235066391366,0.0,0.0,-0.014842014032027541,-25.579521081531,0.008188268466898675,18.31256115400439,0.7451326440076042,1.7584985197650254,-0.004096624583294105
2.177999999999871,0.5534344550555976,9.00881296403182e-05,0.6261715522593906,-0.0010650229761376417,9.00881296403182e-05,0.0016691227718012014,-0.0003973527437986003,0.06441990620288852,0.0003251052587364409,0.0,0.0,-0.014779311751687636,-25.57817501226835,0.008178045486952222,18.313144070843475,0.7451186588512821,1.758146070599194,-0.004090381274151678
2.178999999999871,0.5534303619102362,8.980534974241149e-05,0.6261642200735035,-0.0010691161214990696,8.980534974241149e-05,0.0016617905859140913,-0.00039729733131813137,0.06428939126763492,0.00032448782686368417,0.0,0.0,-0.01471673087618682,-25.5768441834035,0.008168084831498803,18.313725225306136,0.7451047150528528,1.7577947933823805,-0.004084154023835471
2.179999999999871,0.5534263408852383,8.952281609476981e-05,0.6261569331516119,-0.0010731371464969275,8.952281609476981e-05,0.001654503664022533,-0.00039723875442696557,0.06415912387228805,0.00032387121041657505,0.0,0.0,-0.014654271045255896,-25.575528528453567,0.008158385365032193,18.314304632905316,0.7450908130450892,1.7574446852963739,-0.0040779427556821655
2.180999999999871,0.5534223916658024,8.924053131820314e-05,0.6261496912082096,-0.0010770863659328445,8.924053131820314e-05,0.0016472617206202411,-0.00039717703048983025,0.06402910387713671,0.0003232554087987458,0.0,0.0,-0.014591931902622214,-25.574227980715765,0.008148945949453826,18.314882308915617,0.7450769532514114,1.7570957435157966,-0.004071747392449826
2.1819999999998707,0.5534185139369373,8.89584979872404e-05,0.6261424939591979,-0.0010809640947979648,8.89584979872404e-05,0.0016400644716084711,-0.0003971121768498243,0.06389933114020278,0.0003226404214199764,0.0,0.0,-0.014529713096132262,-25.572942473271436,0.008139765443890706,18.315458268375288,0.745063136085936,1.7567479652085174,-0.004065567856372944
2.1829999999998706,0.5534147073834726,8.867671863104234e-05,0.6261353411218876,-0.001084770648262623,8.867671863104234e-05,0.0016329116342982397,-0.0003970442108260231,0.06376980551724935,0.00032202624769330586,0.0,0.0,-0.014467614277787382,-25.571671938990193,0.008130842704709476,18.31603252608784,0.7450493619535064,1.7564013475356395,-0.004059404069240294
2.1839999999998705,0.5534109716900645,8.839519573317419e-05,0.6261282324150008,-0.0010885063416707919,8.839519573317419e-05,0.001625802927411435,-0.00039697314971477124,0.0636405268617969,0.00032141288703836456,0.0,0.0,-0.014405635103665807,-25.570416310533677,0.008122176585651895,18.31660509662388,0.7450356312498373,1.7560558876518848,-0.004053255952330126
2.1849999999998704,0.5534073065412037,8.811393173302433e-05,0.6261211675586713,-0.001092171490531535,8.811393173302433e-05,0.0016187380710819266,-0.0003968990107869839,0.06351149502513884,0.0003208003388789307,0.0,0.0,-0.01434377523407214,-25.569175520359796,0.008113765937655991,18.317175994323005,0.7450219443615153,1.755711582705824,-0.0040471234264814115
2.1859999999998703,0.5534037116212238,8.78329290264856e-05,0.6261141462744454,-0.0010957664105114562,8.78329290264856e-05,0.00161171678685601,-0.00039682181128950075,0.06338270985634767,0.00032018860264615087,0.0,0.0,-0.014282034333655278,-25.567949500726677,0.00810560960879894,18.317745233295533,0.7450083016660978,1.755368429839981,-0.004041006412037789
2.18699999999987,0.5534001866143073,8.755218996572783e-05,0.6261071682852828,-0.0010992914174279278,8.755218996572783e-05,0.0016047387976934058,-0.00039674156844163034,0.06325417120229618,0.0003195776777739867,0.0,0.0,-0.014220412071152513,-25.56673818369659,0.008097706444571596,18.318312827424435,0.7449947035321771,1.7550264261912647,-0.004034904828953832
2.18799999999987,0.553396731204495,8.727171686085603e-05,0.6261002333155585,-0.0011027468272403196,8.727171686085603e-05,0.0015978038279691464,-0.0003966582994371504,0.06312587890766502,0.00031896756370343476,0.0,0.0,-0.014158908119746816,-25.565541501139915,0.008090055287527858,18.318878790366938,0.7449811503194526,1.7546855688909622,-0.004028818596720924
2.18899999999987,0.5533933450756923,8.69915119803106e-05,0.6260933410910622,-0.0011061329560430044,8.69915119803106e-05,0.0015909116034728,-0.000396572021442448,0.062997832814958,0.0003183582598795281,0.0,0.0,-0.014097522156976414,-25.56435938473918,0.008082654977393751,18.319443135556472,0.7449676423787837,1.7543458550650943,-0.004022747634443744
2.18999999999987,0.5533900279116766,8.671157755112543e-05,0.6260864913389991,-0.001109450120058697,8.671157755112543e-05,0.0015840618514096905,-0.0003964827515952513,0.0628700327645143,0.00031774976575488993,0.0,0.0,-0.014036253864765078,-25.563191765992855,0.008075504351111071,18.320005876204473,0.7449541800522678,1.7540072818346215,-0.0040166918607772465
2.1909999999998697,0.5533867793961069,8.643191575956825e-05,0.626079683787991,-0.0011126986356283508,8.643191575956825e-05,0.0015772543004015649,-0.00039639050700536477,0.06274247859452342,0.00031714208078495763,0.0,0.0,-0.013975102929358994,-25.562038576219667,0.008068602242857215,18.320567025302186,0.7449407636733395,1.7536698463155778,-0.004010651194040821
